title,price_jd,brand,model_name,storage_gb,color_actual,condition,series,phone_age_months
IPhone 14 pro max 256G,450.0,Apple,ايفون 14 برو ماكس,256.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-14,
Samsung S24  الجديد بسعر مميز جدا,350.0,Samsung,جالاكسي S24,128.0,رمادي,جديد,Samsung-Galaxy-S24,
Samsung S24 ultra  1TB بحالة ممتازة جدا بسعر مميز,570.0,Samsung,جالاكسي S24 الترا,1024.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-S24,
مطلوب ايفون 11 اقرأ الوصف,100.0,Apple,ايفون 11,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-11,
ايباد الجيل التاسع للبيع الأيباد لدو تغيير قطعه بتكلف 10 دنانير القطعه يلي بدو اياها يتخلى الأيباد,120.0,Apple,ايباد 9,64.0,10.4 انش,مستعمل - ممتاز,Apple-iPhone-10,
Samsung Z fold 6 256 بسعر مميز بحالة وكالة,520.0,Samsung,جالاكسي  Z فولد6,256.0,رمادي,مستعمل - ممتاز,Samsung-Z,
هواوي ميت باد s 11.5 بحالة الجديد تماما بسعر مميز,220.0,Huawei,ميت باد 11.5,256.0,11.6 انش,مستعمل - ممتاز,Huawei-Other,
Samsung Z fold 7 512GB بحالة الجديد بسعر  مميز جدا كفالة الوكيل الرسمي BMS,920.0,Samsung,جالاكس Z فولد7,512.0,رمادي,مستعمل - ممتاز,Samsung-Z,
Iphone17 pro 256 GB,790.0,Apple,ايفون 17 برو,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-17,
ايفون 13 برو وكاله ولا خدش,320.0,Apple,ايفون 13 برو,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
iPhone 16 pro max تخزين 256g بطارية 95% لون صحراوي بحالة وكالة الوكالة خالي من الخدوش بسعر الحرررررق,679.0,Apple,ايفون 16 برو ماكس,256.0,لؤلؤي,جديد,Apple-iPhone-16,
ايفون 15 برو ماكس iphone 15 pro max,560.0,Apple,ايفون 15 برو ماكس,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-15,
بحالة الجديد Iphone 16 pro max 256 dessert gold,670.0,Apple,ايفون 16 برو ماكس,256.0,ذهبي,مستعمل - ممتاز,Apple-iPhone-16,
ايفون 15 مستخدم بحالة ممتازة,290.0,Apple,ايفون 15,128.0,أبيض,مستعمل - جيد,Apple-iPhone-15,
iPhone 11 pro تخزين 64g لون ابيض بطارية 78% وكالة الوكالة الجهاز خالي من الخدوش بسعر الحررررق,149.0,Apple,ايفون 11 برو,64.0,أبيض,جديد,Apple-iPhone-11,
Samsung S25 ultra 1TB كفالة الوكيل الرسمي بسعر مميز,860.0,Samsung,جالاكسي S25 الترا,1024.0,أسود,جديد,Samsung-Galaxy-S25,
iphone 15 pro max تخزين 256g بطارية 88% لون فضي بحالة وكالة الوكالة خالي من الخدوش بسعر الحرررررق,499.0,Apple,ايفون 15 برو ماكس,256.0,فضي,جديد,Apple-iPhone-15,
Samsung Z flip 7 256 &512 GB جديد كفالة الوكيل الرسمي BMS,655.0,Samsung,جالاكسي Z فليب7,512.0,أسود,جديد,Samsung-Z,
Samsung S25 ultra 512GB جديد مسكر بسعر مميز,730.0,Samsung,جالاكسي S25 الترا,512.0,أسود,جديد,Samsung-Galaxy-S25,
مبرد TH28 السعر 20,450.0,Apple,ايفون 15 برو ماكس,256.0,أبيض,جديد,Apple-Other,
iPad 11Pro,720.0,Apple,ايباد برو 11,256.0,11 انش,مستعمل - ممتاز,Apple-iPhone-11,
ايفون 13 برو ماكس وكالة وعلى الكفالة,340.0,Apple,ايفون 13 برو ماكس,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
Brand New Xiaomi 15 C 5G 16 GB 256 giga الجهاز جديد لم يستخدم,115.0,Xiaomi,,256.0,أزرق,جديد,Xiaomi-Other,
آيفون 13برو,299.0,Apple,ايفون 13 برو,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
iPhone 15 Pro Max 512,485.0,Apple,ايفون 15 برو ماكس,512.0,فضي,مستعمل - ممتاز,Apple-iPhone-15,
ايفون 14 برو ماكس جهاز تب نضافه بطاريه 81,350.0,Apple,ايفون 14 برو ماكس,128.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-14,
iphone 16 pro تخزين 256g بطارية 90% لون صحراوي الجهاز بحالة الوكالة بسعر الحرررررق,599.0,Apple,ايفون 16 برو,256.0,لؤلؤي,جديد,Apple-iPhone-16,
آبل ايفون 7 بحالة ممتازة وذاكرة 128 جيجابايت باللون الأحمر,40.0,Apple,ايفون 7,128.0,أحمر,مستعمل - ممتاز,Apple-iPhone-7,
Samsung  S25 ultra 256GB جديد بسعر مناسب,590.0,Samsung,جالاكسي S25 الترا,256.0,أزرق,جديد,Samsung-Galaxy-S25,
"مطلوب ايفون x,xs",80.0,Apple,,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-X,
iPhone 8,85.0,Apple,ايفون 8,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-8,
هاتف سامسونج A56 5g نسخة جديدة  RAM 12GB سعة 256 جيجا كفالة شركة,300.0,Samsung,جالاكسي A56,256.0,فضي,جديد,Samsung-Galaxy-A56,
ايفون 8 للبيع,50.0,Apple,ايفون 8,128.0,أسود,مستعمل - جيد,Apple-iPhone-8,
تكنو سبارك 20 (Tecno Spark 20) - للبيع بسعر لقطة,70.0,Tecno,سبارك,256.0,أبيض,مستعمل - ممتاز,Tecno-Other,
جهاز Google pixel 5 بمواصفات عاليه السعر قابل للتفاوض,150.0,Google,بيكسل 5,128.0,أسود,مستعمل - ممتاز,Google-Other,
Note 20 ultra 256 بحالة الجديد بسعر مناسب,230.0,Samsung,جالاكسي نوت 20 ألترا 5G,256.0,ذهبي وردي,مستعمل - ممتاز,Samsung-Galaxy-A25,
REDMI A7 Pro بسعر نارررر اقرا المواصفاتتت,58.0,Xiaomi,,64.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
Samsung A56 5G 256/12 كفاله الوكيل الرسمي بحالة الجديد,230.0,Samsung,جالاكسي A56,256.0,أبيض,مستعمل - ممتاز,Samsung-Galaxy-A56,
سامسونج A36 256GB بحالة ممتازة جدا بسعر مميز,170.0,Samsung,جالاكسي A36,256.0,أبيض,مستعمل - ممتاز,Samsung-Galaxy-A36,
Redmi note 14 pro plus 5G كفالة الوكيل الرسمي بسعر مميز,250.0,Xiaomi,ريدمي نوت 14 برو بلس 5G,512.0,أسود,جديد,Xiaomi-Other,
Samsung S25 fe 256GB بسعر مميز جدا,260.0,Samsung,جالاكسي S25 FE,256.0,أزرق,مستعمل - ممتاز,Samsung-Galaxy-S25,
iPhone 13 128GB بحالة ممتازة بسعر مميز,210.0,Apple,ايفون 13,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-13,
ايفون 17 برو ماكس زي الجديد,975.0,Apple,ايفون 17 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-17,
iPhone 17 256GB مدخل خط بحالة الجديد تماما بسعر مميز,550.0,Apple,ايفون 17,256.0,أبيض,مستعمل - ممتاز,Apple-iPhone-17,
iPhone 17 pro max 256GB بحالة الجديد بسعر مميز جدا,890.0,Apple,ايفون 17 برو ماكس,256.0,برتقالي,مستعمل - ممتاز,Apple-iPhone-17,
آيفون 12 برو للبيع أو البدل علا 14 مع دفع فرق,150.0,Apple,ايفون 12 برو,256.0,أسود,مستعمل - جيد,Apple-iPhone-12,
iPhone 17 pro max 256GB مدخل خط شرق الأوسط بحالة الجديد بسعر مميز,950.0,Apple,ايفون 17 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-17,
هونر 400 برو  جديد بسعر مميز,425.0,Honor,هونور 200 برو,512.0,فضي,جديد,Honor-Other,
هونر ماجيك 8 برو جديد كفاله الوكيل الرسمي بسعر مميز,620.0,Honor,هونور 8 برو,512.0,ذهبي,جديد,Honor-Other,
تليفون ردمي نوت 10 برو للبيع مستعمل استعمال بسيط جدا التليفون وكالة ولا خدش,80.0,Xiaomi,ريدمي نوت 10 برو,128.0,أزرق,مستعمل - ممتاز,Xiaomi-Other,
ايفون 13 برو ماكس نخب,370.0,Apple,ايفون 13 برو ماكس,128.0,رمادي,مستعمل - ممتاز,Apple-iPhone-13,
أيفون 13 عادي,250.0,Apple,ايفون 13,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-13,
للبيع iPhone 14 Pro Max 256GB,490.0,Apple,ايفون 14 برو ماكس,256.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-14,
سامسونج s21 ultra 256GB بحالة الوكالة بسعر مميز,220.0,Samsung,جالاكسي S21 الترا 5G,256.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-S21,
هونر ماجيك V3 بحالة الجديد بسعر مميز جدا كفالة الوكيل الرسمي,535.0,Honor,هونور ماجيك V2,512.0,أسود,مستعمل - ممتاز,Honor-Other,
جالاكسي S25 ultra من سامسونج - مستعمل بحالة ممتازة مع ملحقات، سعة 256 جيجابايت,550.0,Samsung,جالاكسي S25 الترا,256.0,أبيض,مستعمل - ممتاز,Samsung-Galaxy-S25,
للبيع iPhone 16 Pro max 256GB(شرق اوسط),650.0,Apple,ايفون 16 برو ماكس,256.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-16,
سامسونج S22 الترا شرق اوسط 256G   12رام مش كوري ولا امريكي ولا هندي,350.0,Samsung,جالاكسي S22 الترا 5G,256.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-S22,
Samsung S24 ultra 256GB وارد الشرق الأوسط بحالة الجديد بسعر مميز,485.0,Samsung,جالاكسي S24 الترا,256.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-S24,
هونور X7B للبيع,55.0,Honor,X7b هونور,256.0,أسود,مستعمل - ممتاز,Honor-Other,
iPhone 17 pro 256GB بحالة ممتازة بسعر مميز جدا,820.0,Apple,ايفون 17 برو,256.0,برتقالي,مستعمل - ممتاز,Apple-iPhone-17,
ايفون 11برو مستعمل,120.0,Apple,ايفون 11 برو,256.0,أخضر,مستعمل - جيد,Apple-iPhone-11,
تليفون ايفون 12بس مغير شاشه  سعر 130,130.0,Apple,ايفون 12,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-12,
هاتف زكي ويشبه الايفون ف الشكل  ويشبه الالترا ف الاستخدام  Corn Ultra 4g هاتف,99.0,Xiaomi,,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
iPhone 15pro,465.0,Apple,ايفون 15 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-15,
هونر 400 pro  كفالة الوكيل الرسمي بسعر مميز جدا,350.0,Honor,هونور 200 برو,512.0,أزرق,مستعمل - ممتاز,Honor-Other,
samsung s24 plus 256 بحالة الوكالة بسعر مميز,350.0,Samsung,جالاكسي S24 بلس,256.0,رمادي,مستعمل - ممتاز,Samsung-Galaxy-S24,
Samsung S24 FE بحالة ممتازة بسعر مميز,230.0,Samsung,جالاكسي S24 FE,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-S24,
iPhone 15 pro max 256GB بسعر حرق,420.0,Apple,ايفون 15 برو ماكس,256.0,رمادي,مستعمل - ممتاز,Apple-iPhone-15,
iPhone 14 Plus  265 G مغير شاشه فقط  باقي التفاصيل في الصور,300.0,Apple,ايفون 14 بلس,256.0,أبيض,مستعمل - ممتاز,Apple-iPhone-14,
IPHONE 14 PLUS ( 256GB ) USED /// ايفون 14 بلس ذاكرة 256 مستعمل وكاله,307.0,Apple,ايفون 14 بلس,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
iPhone 12  128 giga,125.0,Apple,ايفون 12,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-12,
Samsung S24 FE 256GB    وارد الشرق الأوسط بسعر مميز جدا,325.0,Samsung,جالاكسي S24 FE,256.0,أزرق,جديد,Samsung-Galaxy-S24,
13 برو ماكس بسعر ممتاز للبيع الفوري الجهاز مو مغير اشي فاصله كاميرا النص فقط من التحديث وافحص,330.0,Apple,ايفون 13 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
شرق اوسط Samsung s23 ultra 5g بحال الجديد خالي من اي مشاكل او خدوش نهائي  256 جيجا عربي,290.0,Samsung,جالاكسي S23 الترا,256.0,أخضر,مستعمل - ممتاز,Samsung-Galaxy-S23,
انفنكس هوت 30 للبيع,44.0,Infinix,هوت 30,64.0,أبيض,مستعمل - ممتاز,Infinix-Other,
ايفون وارد دبي 16 برو ماكس,110.0,Apple,ايفون 16 برو ماكس,512.0,رمادي,مستعمل - ممتاز,Apple-iPhone-16,
مغير شاشة اصلي الصين,199.0,Samsung,جالاكسي S21 ألترا,256.0,أزرق,مستعمل - ممتاز,Samsung-Other,
جهاز جديد بالكرتونة Moga 100 Max رام 5 جيجا 64 مكفول سنة متوفر توصيل وهدايا,50.0,Other,,64.0,لؤلؤي,جديد,Other,
مشغل ايام  Infinex Noet Edgie رام  16 جيجا 256 مكفول بالشركة اغراضة والكرتونه الاصليه متوفر توصيل,175.0,Infinix,,256.0,أخضر,مستعمل - ممتاز,Infinix-Other,
جهاز جديد بالكرتونة spark 40 5G رام 8 جيجا 128 مكفول سنة متوفر توصيل وهدايا,95.0,Tecno,سبارك,128.0,رمادي,جديد,Tecno-Other,
Samsang A51 كامل اغراضو والكرتونه  128g 16ram,85.0,Samsung,جالاكسي A51,128.0,فضي,مستعمل - ممتاز,Samsung-Galaxy-A51,
ايباد برو للبيع تم استعماله لسنتين فقط,70.0,Apple,ايباد برو,256.0,12 انش,مستعمل - ممتاز,Apple-iPad,
مستعمل ايام  Samsung M53 5G رام 16 جيجا 256 أغراضة والكرتونه الأصلية متوفر توصيل,145.0,Samsung,جالاكسي M53,256.0,أزرق,مستعمل - ممتاز,Samsung-Galaxy-M53,
Samsung Z fold 4 256GB وارد الشرق الأوسط بسعر مميز جدا,300.0,Samsung,جالاكسي Z فولد 4,256.0,أسود,مستعمل - ممتاز,Samsung-Z,
بوكو x6 برو,155.0,Xiaomi,بوكوفون X6 برو,512.0,رمادي,مستعمل - ممتاز,Xiaomi-Other,
جالاكسي Z فولد7 سامسونج أسود بحالة ممتازة وذاكرة 256 جيجابايت مشفر,550.0,Samsung,جالاكس Z فولد7,256.0,أسود,مستعمل - ممتاز,Samsung-Other,
جديد جديد جديد,340.0,Apple,ايفون 15,128.0,أسود,جديد,Apple-Other,
ايفون 8 بلس,50.0,Apple,ايفون 8 بلس,64.0,أبيض,مستعمل - جيد,Apple-iPhone-8,
Samsung galaxy s25 ultra بحالة الجديد,580.0,Samsung,جالاكسي S25 الترا,256.0,أبيض,مستعمل - ممتاز,Samsung-Galaxy-S25,
جهاز oppo A58 مستعمل بحاله الوكاله,75.0,OPPO,A58,128.0,أسود,مستعمل - ممتاز,OPPO-Other,
Samsung S25 ultra 256GB بحالة ممتازة بسعر مميز,575.0,Samsung,جالاكسي S25 الترا,256.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-S25,
هونور 400 لايت HONOR 400 Lite وكالة ولا خدش مع كانل اغراضة والكفالة لسا شغالة,135.0,Honor,هونور 400 لايت,256.0,أزرق,مستعمل - ممتاز,Honor-Other,
Samsung S25 ultra 256GB كفالة الوكيل الرسمي بسعر مميز بحالة الجديد بسعر مميز,600.0,Samsung,جالاكسي S25 الترا,256.0,رمادي,مستعمل - ممتاز,Samsung-Galaxy-S25,
11برو ماكس مش مفتوح ولا مصلح ب 76 شاشه فيها خط معوش ماثر الو معي اكثر من 11 شهر مستعمل حاله ممتازه,180.0,Apple,ايفون 11 برو ماكس,512.0,ذهبي,مستعمل - ممتاز,Apple-iPhone-11,
iPhone 16 عادي,445.0,Apple,ايفون 16,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
ايفون 14 برو ماكس,500.0,Apple,ايفون 14 برو ماكس,512.0,أبيض,مستعمل - ممتاز,Apple-iPhone-14,
ايباد برو معالج m2 الجيل الرابع,350.0,Apple,ايباد برو 11,128.0,11 انش,مستعمل - جيد,Apple-iPad,
Samsung Z flip 6  512GB بحالة الوكالة بسعر  مميز جدا مكفول,330.0,Samsung,جالاكسي Z فليب6,512.0,أخضر,مستعمل - ممتاز,Samsung-Z,
Samsung Z fold 7 1TB-16Ram بحالة ممتازة وارد الشرق الأوسط بسعر مميز,950.0,Samsung,جالاكس Z فولد7,1024.0,أزرق,مستعمل - ممتاز,Samsung-Z,
تلفون ايفون 13,250.0,Apple,ايفون 13,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-13,
265gb 8gb honor 90 lite للبيع او البدل,75.0,Honor,هونور 90 لايت,256.0,أزرق,مستعمل - ممتاز,Honor-Other,
ايفون 8 بلس للبدل على 11,80.0,Apple,ايفون 8 بلس,64.0,أبيض,مستعمل - ممتاز,Apple-iPhone-8,
Samsung A57 256/12 جديد كفالة الوكيل الرسمي بسعر مميز,335.0,Samsung,جالاكسي A57,256.0,رمادي,جديد,Samsung-Galaxy-A57,
CORN Coco 20 ultra شياكة الايفون و قوة ال Ultra وسعر حرق,75.0,Apple,,256.0,أبيض,جديد,Apple-Other,
Motorola Moto G15.. 256G /(8+16)ram بسعر حرق حرق حرق  حرق !,95.0,Motorola,,256.0,أسود,جديد,Motorola-Other,
بسعر حررق للبيع Redmi 15C 5G الجديد كلياً  بطارية عملاقة 6000m وشاشة ضخمة 120Hz,100.0,Xiaomi,,128.0,أسود,جديد,Xiaomi-Other,
ايفون 16 برو ماكس 256GB كفالة شغال,685.0,Apple,ايفون 16 برو ماكس,256.0,ذهبي,مستعمل - ممتاز,Apple-iPhone-16,
16 عادي مستعمل بحالة الجديد  128g  بطارية 90,440.0,Apple,ايفون 16,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-16,
ايفون 15 بلس البطارية 87,370.0,Apple,ايفون 15 بلس,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-15,
بصلا على النبي  Galaxy A16 بحاله الوكاله,100.0,Samsung,جالاكسي A16,256.0,رمادي,مستعمل - ممتاز,Samsung-Galaxy-A16,
iPhone 13 ..,250.0,Apple,ايفون 13,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
battery 100 /Ipone 15 plus   /256GB /,450.0,Apple,ايفون 15 بلس,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-15,
ايفون 13 برو ماكس  128 جيجا بحالة الوكالة / بطاريات عالية عدد شحنات قليل كفالة 14 يوم ترجيع عل جهاز,359.0,Apple,ايفون 13 برو ماكس,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
